ROOT,LEMMA,POS,LEMMA_ARA,DER_CLASS,GLOSS,FUNCTION,PATTERN_ABSTRACT,PARENT_LEMMA,PARENT_POS,PARENT_LEMMA_ARA,PARENT_DER_CLASS,PARENT_GLOSS,PARENT_FUNCTION,PARENT_PATTERN_ABSTRACT
r.d.d,{isotarad~,VERB,ٱِسْتَرَدّ,VERB_X,reclaim;recover;regain,gem trans,{isota1o2a3,rad~-u,VERB,رَدّ-ُ,VERB_I,answer;reply;return,gem trans,1a2a3
r.d.d,{isotirodaAd,NOUN,ٱِسْتِرْدَاد,N_VERB_X,reclamation;recovery;retraction,-,{isoti1o2A3,{isotarad~,VERB,ٱِسْتَرَدّ,VERB_X,reclaim;recover;regain,gem trans,{isota1o2a3
r.d.d,musotarid~,ADJ,مُسْتَرِدّ,ACT_PRTC,reclaiming;recovering;regaining,-,musota1o2i3,{isotarad~,VERB,ٱِسْتَرَدّ,VERB_X,reclaim;recover;regain,gem trans,{isota1o2a3
r.d.d,rad~ap,NOUN,رَدَّة,N_VERB_I,echo;reply;response;reverberation,-,1a2o3+ap,rad~-u,VERB,رَدّ-ُ,VERB_I,answer;reply;return,gem trans,1a2a3
r.d.d,{irotad~,VERB,ٱِرْتَدّ,VERB_VIII,forsake;refrain;revert,gem trans,{i1ota2a3,rad~-u,VERB,رَدّ-ُ,VERB_I,answer;reply;return,gem trans,1a2a3
r.d.d,{irotidaAd,NOUN,ٱِرْتِدَاد,N_VERB_VIII,renunciation;retreat,-,{i1oti2A3,{irotad~,VERB,ٱِرْتَدّ,VERB_VIII,forsake;refrain;revert,gem trans,{i1ota2a3
r.d.f,radaf-u,VERB,رَدَف-ُ,VERB_I,come_immediately_after;follow;succeed,trans,1a2a3,r.d.f,ROOT,,ROOT,,,ROOT
r.d.f,ridof,NOUN,رِدْف,N_VERB_I,subsequent,-,1i2o3,radaf-u,VERB,رَدَف-ُ,VERB_I,come_immediately_after;follow;succeed,trans,1a2a3
r.d.f,>arodaf,VERB,أَرْدَف,VERB_IV,add;complement,trans,>a1o2a3,radaf-u,VERB,رَدَف-ُ,VERB_I,come_immediately_after;follow;succeed,trans,1a2a3
r.d.f,raAdaf,VERB,رَادَف,VERB_III,be_synonymous;replace,trans,1A2a3,radaf-u,VERB,رَدَف-ُ,VERB_I,come_immediately_after;follow;succeed,trans,1a2a3
r.d.f,taraAdaf,VERB,تَرَادَف,VERB_VI,be_synonymous;come_in_succession;follow_one_another,trans,ta1A2a3,raAdaf,VERB,رَادَف,VERB_III,be_synonymous;replace,trans,1A2a3
r.d.f,taraAduf,NOUN,تَرَادُف,N_VERB_VI,succession;synonymity;synonymy,-,ta1A2u3,taraAdaf,VERB,تَرَادَف,VERB_VI,be_synonymous;come_in_succession;follow_one_another,trans,ta1A2a3
r.d.f,mutaraAdif,ADJ,مُتَرَادِف,ACT_PRTC,analogous;synonymous,-,muta1A2i3,taraAdaf,VERB,تَرَادَف,VERB_VI,be_synonymous;come_in_succession;follow_one_another,trans,ta1A2a3
r.d.f,mutaraAdif,NOUN,مُتَرَادِف,SEM_SPECS,analogous;synonym,-,muta1A2i3,mutaraAdif,ADJ,مُتَرَادِف,ACT_PRTC,analogous;synonymous,-,muta1A2i3
r.d.f,muraAdif,ADJ,مُرَادِف,ACT_PRTC,analogous;synonymous,-,mu1A2i3,raAdaf,VERB,رَادَف,VERB_III,be_synonymous;replace,trans,1A2a3
r.d.f,muraAdif,NOUN,مُرَادِف,SEM_SPECS,analogous;synonym,-,mu1A2i3,muraAdif,ADJ,مُرَادِف,ACT_PRTC,analogous;synonymous,-,mu1A2i3
r.d.f,radiyf,NOUN,رَدِيف,N_VERB_I,next_in_line;reserve,-,1a2iy3,radaf-u,VERB,رَدَف-ُ,VERB_I,come_immediately_after;follow;succeed,trans,1a2a3
r.d.f,radif-a,VERB,رَدِف-َ,VERB_I,come_immediately_after;follow;succeed,trans,1a2i3,r.d.f,ROOT,,ROOT,,,ROOT
r.d.f,ridof,NOUN,رِدْف,N_VERB_I,subsequent,-,1i2o3,radif-a,VERB,رَدِف-َ,VERB_I,come_immediately_after;follow;succeed,trans,1a2i3
r.d.f,raAdaf,VERB,رَادَف,VERB_III,be_synonymous;replace,trans,1A2a3,radif-a,VERB,رَدِف-َ,VERB_I,come_immediately_after;follow;succeed,trans,1a2i3
r.d.f,taraAdaf,VERB,تَرَادَف,VERB_VI,be_synonymous;come_in_succession;follow_one_another,trans,ta1A2a3,raAdaf,VERB,رَادَف,VERB_III,be_synonymous;replace,trans,1A2a3
r.d.f,taraAduf,NOUN,تَرَادُف,N_VERB_VI,succession;synonymity;synonymy,-,ta1A2u3,taraAdaf,VERB,تَرَادَف,VERB_VI,be_synonymous;come_in_succession;follow_one_another,trans,ta1A2a3
r.d.f,mutaraAdif,ADJ,مُتَرَادِف,ACT_PRTC,analogous;synonymous,-,muta1A2i3,taraAdaf,VERB,تَرَادَف,VERB_VI,be_synonymous;come_in_succession;follow_one_another,trans,ta1A2a3
r.d.f,mutaraAdif,NOUN,مُتَرَادِف,SEM_SPECS,analogous;synonym,-,muta1A2i3,mutaraAdif,ADJ,مُتَرَادِف,ACT_PRTC,analogous;synonymous,-,muta1A2i3
r.d.f,muraAdif,ADJ,مُرَادِف,ACT_PRTC,analogous;synonymous,-,mu1A2i3,raAdaf,VERB,رَادَف,VERB_III,be_synonymous;replace,trans,1A2a3
r.d.f,muraAdif,NOUN,مُرَادِف,SEM_SPECS,analogous;synonym,-,mu1A2i3,muraAdif,ADJ,مُرَادِف,ACT_PRTC,analogous;synonymous,-,mu1A2i3
r.d.f,radiyf,NOUN,رَدِيف,N_VERB_I,next_in_line;reserve,-,1a2iy3,radif-a,VERB,رَدِف-َ,VERB_I,come_immediately_after;follow;succeed,trans,1a2i3
r.d.m,radam-i,VERB,رَدَم-ِ,VERB_I,fill_with_earth/gravel,trans,1a2a3,r.d.m,ROOT,,ROOT,,,ROOT
r.d.m,rad~am,VERB,رَدَّم,VERB_II,mend;repair,trans,1a2~a3,radam-i,VERB,رَدَم-ِ,VERB_I,fill_with_earth/gravel,trans,1a2a3
r.d.m,radom,NOUN,رَدْم,N_VERB_I,filling_(gravel);filling_up,-,1a2o3,radam-i,VERB,رَدَم-ِ,VERB_I,fill_with_earth/gravel,trans,1a2a3
r.d.m,radiym,ADJ,رَدِيم,DES_ADJ,shabby;threadbare,-,1a2iy3,radam-i,VERB,رَدَم-ِ,VERB_I,fill_with_earth/gravel,trans,1a2a3
r.d.m,>arodam,VERB,أَرْدَم,VERB_IV,be_chronic;cling,trans,>a1o2a3,radam-i,VERB,رَدَم-ِ,VERB_I,fill_with_earth/gravel,trans,1a2a3
r.d.m,radam-u,VERB,رَدَم-ُ,VERB_I,fill_with_earth/gravel,trans,1a2a3,r.d.m,ROOT,,ROOT,,,ROOT
r.d.m,rad~am,VERB,رَدَّم,VERB_II,mend;repair,trans,1a2~a3,radam-u,VERB,رَدَم-ُ,VERB_I,fill_with_earth/gravel,trans,1a2a3
r.d.m,radom,NOUN,رَدْم,N_VERB_I,filling_(gravel);filling_up,-,1a2o3,radam-u,VERB,رَدَم-ُ,VERB_I,fill_with_earth/gravel,trans,1a2a3
r.d.m,radiym,ADJ,رَدِيم,DES_ADJ,shabby;threadbare,-,1a2iy3,radam-u,VERB,رَدَم-ُ,VERB_I,fill_with_earth/gravel,trans,1a2a3
r.d.m,>arodam,VERB,أَرْدَم,VERB_IV,be_chronic;cling,trans,>a1o2a3,radam-u,VERB,رَدَم-ُ,VERB_I,fill_with_earth/gravel,trans,1a2a3
r.d.n,radan-i,VERB,رَدَن-ِ,VERB_I,grumble;purr;spin,#n trans,1a2a3,r.d.n,ROOT,,ROOT,,,ROOT
r.d.n,radon,NOUN,رَدْن,N_VERB_I,grumbling;purring;spinning,-,1a2o3,radan-i,VERB,رَدَن-ِ,VERB_I,grumble;purr;spin,#n trans,1a2a3
r.d.n,rudon,NOUN,رُدْن,N_VERB_I,sleeve,-,1u2o3,radan-i,VERB,رَدَن-ِ,VERB_I,grumble;purr;spin,#n trans,1a2a3
r.d.n,mirodan,NOUN,مِرْدَن,N_INSTR,drum;spindle,-,mi1o2a3,radan-i,VERB,رَدَن-ِ,VERB_I,grumble;purr;spin,#n trans,1a2a3
r.d.s,radas-i,VERB,رَدَس-ِ,VERB_I,crush;roll_smooth,trans,1a2a3,r.d.s,ROOT,,ROOT,,,ROOT
r.d.s,radas-u,VERB,رَدَس-ُ,VERB_I,crush;roll_smooth,trans,1a2a3,r.d.s,ROOT,,ROOT,,,ROOT
r.d.y,radiy-a,VERB,رَدِي-َ,VERB_I,perish,#-iy trans,1a2a3,r.d.y,ROOT,,ROOT,,,ROOT
r.d.y,rad~aY,VERB,رَدَّى,VERB_II,annihilate;make_fall,#-ay trans,1a2~a3,radiy-a,VERB,رَدِي-َ,VERB_I,perish,#-iy trans,1a2a3
r.d.y,>arodaY,VERB,أَرْدَى,VERB_IV,kill;smite,#-ay trans,>a1o2a3,radiy-a,VERB,رَدِي-َ,VERB_I,perish,#-iy trans,1a2a3
r.d.y,radaY,NOUN,رَدَى,N_VERB_I,destruction;perdition;ruin,-,1a2a3,radiy-a,VERB,رَدِي-َ,VERB_I,perish,#-iy trans,1a2a3
r.d.y,ridaA',NOUN,رِدَاء,N_VERB_I,gown;robe,-,1i2A3,radiy-a,VERB,رَدِي-َ,VERB_I,perish,#-iy trans,1a2a3
r.d.y,{irotadaY,VERB,ٱِرْتَدَى,VERB_VIII,put_on;wear,#-ay trans,{i1ota2a3,radiy-a,VERB,رَدِي-َ,VERB_I,perish,#-iy trans,1a2a3
r.d.y,{irotidaA',NOUN,ٱِرْتِدَاء,N_VERB_VIII,putting_on;wearing,-,{i1oti2A3,{irotadaY,VERB,ٱِرْتَدَى,VERB_VIII,put_on;wear,#-ay trans,{i1ota2a3
r.f.>,rafa>-a,VERB,رَفَأ-َ,VERB_I,mend;repair,#-a> trans,1a2a3,r.f.>,ROOT,,ROOT,,,ROOT
r.f.>,raf~aA',NOUN,رَفَّاء,N_INSTR,darner;fine-drawer,-,1a2~A3,rafa>-a,VERB,رَفَأ-َ,VERB_I,mend;repair,#-a> trans,1a2a3
r.f.>,rafo',NOUN,رَفْء,N_VERB_I,mending;repairing,-,1a2o3,rafa>-a,VERB,رَفَأ-َ,VERB_I,mend;repair,#-a> trans,1a2a3
r.f.>,marofa>,NOUN,مَرْفَأ,MASDAR_M,harbor;landing_place;port,-,ma1o2a3,rafa>-a,VERB,رَفَأ-َ,VERB_I,mend;repair,#-a> trans,1a2a3
r.f.>,rifaA',NOUN,رِفَاء,N_VERB_I,bliss;harmony,-,1i2A3,rafa>-a,VERB,رَفَأ-َ,VERB_I,mend;repair,#-a> trans,1a2a3
r.f.D,rafaD-u,VERB,رَفَض-ُ,VERB_I,refuse;reject,trans,1a2a3,r.f.D,ROOT,,ROOT,,,ROOT
r.f.D,rafoD,NOUN,رَفْض,N_VERB_I,refusal;rejection,-,1a2o3,rafaD-u,VERB,رَفَض-ُ,VERB_I,refuse;reject,trans,1a2a3
r.f.D,rafiyD,ADJ,رَفِيض,DES_ADJ,abandoned;rejected,-,1a2iy3,rafaD-u,VERB,رَفَض-ُ,VERB_I,refuse;reject,trans,1a2a3
r.f.D,marofuwD,ADJ,مَرْفُوض,DES_ADJ,refused;rejected,-,ma1o2uw3,rafaD-u,VERB,رَفَض-ُ,VERB_I,refuse;reject,trans,1a2a3
r.f.D,raAfiD,ADJ,رَافِض,ACT_PRTC,refusing;rejecting,-,1A2i3,rafaD-u,VERB,رَفَض-ُ,VERB_I,refuse;reject,trans,1a2a3
r.f.D,>arofaD,VERB,أَرْفَض,VERB_IV,finish,trans,>a1o2a3,rafaD-u,VERB,رَفَض-ُ,VERB_I,refuse;reject,trans,1a2a3
r.f.D,rafaD,NOUN,رَفَض,N_VERB_I,apostate;fanatical;rebellious,-,1a2a3,rafaD-u,VERB,رَفَض-ُ,VERB_I,refuse;reject,trans,1a2a3
r.f.D,raAfiDap,NOUN,رَافِضَة,N_INSTR,defector;deserter;renegade,-,1A2i3+ap,rafaD-u,VERB,رَفَض-ُ,VERB_I,refuse;reject,trans,1a2a3
r.f.E,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3,r.f.E,ROOT,,ROOT,,,ROOT
r.f.E,mirofaEap,NOUN,مِرْفَعَة,N_INSTR,crane;hoisting_gear,-,mi1o2a3+ap,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,raf~aE,VERB,رَفَّع,VERB_II,promote;raise,trans,1a2~a3,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,muraf~aE,ADJ,مُرَفَّع,PASS_PRTC,exalted;raised,-,mu1a2~a3,raf~aE,VERB,رَفَّع,VERB_II,promote;raise,trans,1a2~a3
r.f.E,tarofiyE,NOUN,تَرْفِيع,N_VERB_II,promotion;salary_raise,-,ta1o2iy3,raf~aE,VERB,رَفَّع,VERB_II,promote;raise,trans,1a2~a3
r.f.E,rafiyEap,NOUN,رَفِيعَة,N_VERB_I,legal_case,-,1a2iy3+ap,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,rafoE,NOUN,رَفْع,N_VERB_I,augmenting;boosting;elevating;increasing;lifting;raising,-,1a2o3,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,rifoEap,NOUN,رِفْعَة,N_VERB_I,elevation;height;high_rank,-,1i2o3+ap,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,marofaE,NOUN,مَرْفَع,MASDAR_M,Shrovetide;carnival,-,ma1o2a3,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,rafiyE,ADJ,رَفِيع,DES_ADJ,delicate;fine;high-ranking;thin;top-level,-,1a2iy3,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,marofuwE,ADJ,مَرْفُوع,DES_ADJ,hoisted;lifted;raised,-,ma1o2uw3,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,raAfiE,ADJ,رَافِع,ACT_PRTC,hoisting;lifting,-,1A2i3,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,raAfiE,NOUN,رَافِع,SEM_SPECS,crane;hoisting;lifting;lifting_apparatus,-,1A2i3,raAfiE,ADJ,رَافِع,ACT_PRTC,hoisting;lifting,-,1A2i3
r.f.E,raAfaE,VERB,رَافَع,VERB_III,defend,trans,1A2a3,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,muraAfaEap,NOUN,مُرَافَعَة,N_VERB_III,legal_proceeding,-,mu1A2a3+ap,raAfaE,VERB,رَافَع,VERB_III,defend,trans,1A2a3
r.f.E,taraAfaE,VERB,تَرَافَع,VERB_VI,litigate,trans,ta1A2a3,raAfaE,VERB,رَافَع,VERB_III,defend,trans,1A2a3
r.f.E,raAfiEap,NOUN,رَافِعَة,N_INSTR,crane;hoisting_gear;lifting_apparatus,-,1A2i3+ap,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,rafoEap,NOUN,رَفْعَة,N_VERB_I,lift,-,1a2o3+ap,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,mirofaAE,NOUN,مِرْفَاع,N_INSTR,crane;hoist,-,mi1o2A3,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,{irotafaE,VERB,ٱِرْتَفَع,VERB_VIII,ascend;increase;rise,trans,{i1ota2a3,rafaE-a,VERB,رَفَع-َ,VERB_I,increase;lift;raise,trans,1a2a3
r.f.E,murotafiE,ADJ,مُرْتَفِع,ACT_PRTC,elevated;rising,-,mu1ota2i3,{irotafaE,VERB,ٱِرْتَفَع,VERB_VIII,ascend;increase;rise,trans,{i1ota2a3
r.f.E,{irotifaAE,NOUN,ٱِرْتِفَاع,N_VERB_VIII,elevation;increase;rise,-,{i1oti2A3,{irotafaE,VERB,ٱِرْتَفَع,VERB_VIII,ascend;increase;rise,trans,{i1ota2a3
r.f.d,rafad-i,VERB,رَفَد-ِ,VERB_I,support;uphold,trans,1a2a3,r.f.d,ROOT,,ROOT,,,ROOT
r.f.d,rifod,NOUN,رِفْد,N_VERB_I,gift;support,-,1i2o3,rafad-i,VERB,رَفَد-ِ,VERB_I,support;uphold,trans,1a2a3
r.f.d,raAfid,ADJ,رَافِد,ACT_PRTC,tributary_stream,-,1A2i3,rafad-i,VERB,رَفَد-ِ,VERB_I,support;uphold,trans,1a2a3
r.f.d,raAfid,NOUN,رَافِد,SEM_SPECS,tributary_stream,-,1A2i3,raAfid,ADJ,رَافِد,ACT_PRTC,tributary_stream,-,1A2i3
r.f.d,>arofad,VERB,أَرْفَد,VERB_IV,aid;support,trans,>a1o2a3,rafad-i,VERB,رَفَد-ِ,VERB_I,support;uphold,trans,1a2a3
r.f.d,{isotarofad,VERB,ٱِسْتَرْفَد,VERB_X,appeal;seek_support,trans,{isota1o2a3,rafad-i,VERB,رَفَد-ِ,VERB_I,support;uphold,trans,1a2a3
r.f.d,raAfidap,NOUN,رَافِدَة,N_INSTR,girder;support,-,1A2i3+ap,rafad-i,VERB,رَفَد-ِ,VERB_I,support;uphold,trans,1a2a3
r.f.d,rifaAdap,NOUN,رِفَادَة,N_VERB_I,bandage;saddlecloth,-,1i2A3+ap,rafad-i,VERB,رَفَد-ِ,VERB_I,support;uphold,trans,1a2a3
r.f.f,raf~-i,VERB,رَفّ-ِ,VERB_I,glisten;glitter,gem trans,1a2a3,r.f.f,ROOT,,ROOT,,,ROOT
r.f.f,raf~aAf,NOUN,رَفَّاف,N_INSTR,glistening;radiant,-,1a2~A3,raf~-i,VERB,رَفّ-ِ,VERB_I,glisten;glitter,gem trans,1a2a3
r.f.f,raf~,NOUN,رَفّ,N_VERB_I,fluttering;glittering;shelf,-,1a2o3,raf~-i,VERB,رَفّ-ِ,VERB_I,glisten;glitter,gem trans,1a2a3
r.f.f,raf~-u,VERB,رَفّ-ُ,VERB_I,flutter;quiver,gem trans,1a2a3,r.f.f,ROOT,,ROOT,,,ROOT
r.f.f,raf~aAf,NOUN,رَفَّاف,N_INSTR,glistening;radiant,-,1a2~A3,raf~-u,VERB,رَفّ-ُ,VERB_I,flutter;quiver,gem trans,1a2a3
r.f.f,raf~,NOUN,رَفّ,N_VERB_I,fluttering;glittering;shelf,-,1a2o3,raf~-u,VERB,رَفّ-ُ,VERB_I,flutter;quiver,gem trans,1a2a3
r.f.h,rafuh-u,VERB,رَفُه-ُ,VERB_I,be_comfortable;be_luxurious,INTRANS,1a2u3_INTRANS,r.f.h,ROOT,,ROOT,,,ROOT
r.f.h,rifoh,NOUN,رِفْه,N_VERB_I,ease_and_comfort;well-being,-,1i2o3,rafuh-u,VERB,رَفُه-ُ,VERB_I,be_comfortable;be_luxurious,INTRANS,1a2u3_INTRANS
r.f.h,raf~ah,VERB,رَفَّه,VERB_II,make_pleasant;provide_recreation,trans,1a2~a3,rafuh-u,VERB,رَفُه-ُ,VERB_I,be_comfortable;be_luxurious,INTRANS,1a2u3_INTRANS
r.f.h,muraf~ah,ADJ,مُرَفَّه,PASS_PRTC,comfortable;living_in_luxury,-,mu1a2~a3,raf~ah,VERB,رَفَّه,VERB_II,make_pleasant;provide_recreation,trans,1a2~a3
r.f.h,tarofiyh,NOUN,تَرْفِيه,N_VERB_II,amusement;entertainment;recreation,-,ta1o2iy3,raf~ah,VERB,رَفَّه,VERB_II,make_pleasant;provide_recreation,trans,1a2~a3
r.f.h,tarofiyhiy~,ADJ,تَرْفِيهِيّ,ATTR_ADJ,amusement;entertainment;recreation,-,ta1o2iy3+iy~,tarofiyh,NOUN,تَرْفِيه,N_VERB_II,amusement;entertainment;recreation,-,ta1o2iy3
r.f.h,rafaAh,NOUN,رَفَاه,N_VERB_I,ease_and_comfort;well-being,-,1a2A3,rafuh-u,VERB,رَفُه-ُ,VERB_I,be_comfortable;be_luxurious,INTRANS,1a2u3_INTRANS
r.f.h,rafaAhiy~ap,NOUN,رَفَاهِيَّة,MASDAR_ART,comfort;luxury,-,1a2A3+iy~ap,rafaAh,NOUN,رَفَاه,N_VERB_I,ease_and_comfort;well-being,-,1a2A3
r.f.h,rafaAhap,NOUN,رَفَاهَة,N_VERB_I,comfort;luxury,-,1a2A3+ap,rafuh-u,VERB,رَفُه-ُ,VERB_I,be_comfortable;be_luxurious,INTRANS,1a2u3_INTRANS
r.f.h,rafaAhiy~ap,NOUN,رَفَاهِيَّة,MASDAR_ART,comfort;luxury,-,1a2A3+iy~ap,rafaAhap,NOUN,رَفَاهَة,N_VERB_I,comfort;luxury,-,1a2A3+ap
r.f.l,rafal-u,VERB,رَفَل-ُ,VERB_I,swagger,trans,1a2a3,r.f.l,ROOT,,ROOT,,,ROOT
r.f.l,rifol,NOUN,رِفْل,N_VERB_I,train;train_(of_a_garment),-,1i2o3,rafal-u,VERB,رَفَل-ُ,VERB_I,swagger,trans,1a2a3
r.f.l,rafol,NOUN,رَفْل,N_VERB_I,swaggering,-,1a2o3,rafal-u,VERB,رَفَل-ُ,VERB_I,swagger,trans,1a2a3
r.f.q,rafiq-a,VERB,رَفِق-َ,VERB_I,be_courteous;treat_gently,INTRANS,1a2i3_INTRANS,r.f.q,ROOT,,ROOT,,,ROOT
r.f.q,rifoq,NOUN,رِفْق,N_VERB_I,friendliness;gentleness,-,1i2o3,rafiq-a,VERB,رَفِق-َ,VERB_I,be_courteous;treat_gently,INTRANS,1a2i3_INTRANS
r.f.q,rafiyqap,NOUN,رَفِيقَة,N_VERB_I,mistress;woman_companion,-,1a2iy3+ap,rafiq-a,VERB,رَفِق-َ,VERB_I,be_courteous;treat_gently,INTRANS,1a2i3_INTRANS
r.f.q,rifoqap,NOUN,رِفْقَة,N_VERB_I,accompanied_by;along_with;companion;company;group,-,1i2o3+ap,rafiq-a,VERB,رَفِق-َ,VERB_I,be_courteous;treat_gently,INTRANS,1a2i3_INTRANS
r.f.q,rafiyq,ADJ,رَفِيق,DES_ADJ,companion;comrade;partner,-,1a2iy3,rafiq-a,VERB,رَفِق-َ,VERB_I,be_courteous;treat_gently,INTRANS,1a2i3_INTRANS
r.f.q,rafiyq,NOUN,رَفِيق,SEM_SPECS,companion;comrade;partner,-,1a2iy3,rafiyq,ADJ,رَفِيق,DES_ADJ,companion;comrade;partner,-,1a2iy3
r.f.q,marofuwq,ADJ,مَرْفُوق,DES_ADJ,accompanied;escorted,-,ma1o2uw3,rafiq-a,VERB,رَفِق-َ,VERB_I,be_courteous;treat_gently,INTRANS,1a2i3_INTRANS
r.f.q,marofuwq,NOUN,مَرْفُوق,SEM_SPECS,accompanied;escorted,-,ma1o2uw3,marofuwq,ADJ,مَرْفُوق,DES_ADJ,accompanied;escorted,-,ma1o2uw3
r.f.q,raAfaq,VERB,رَافَق,VERB_III,accompany;escort,trans,1A2a3,rafiq-a,VERB,رَفِق-َ,VERB_I,be_courteous;treat_gently,INTRANS,1a2i3_INTRANS
r.f.q,muraAfaqap,NOUN,مُرَافَقَة,N_VERB_III,accompaniment;escort,-,mu1A2a3+ap,raAfaq,VERB,رَافَق,VERB_III,accompany;escort,trans,1A2a3
r.f.q,taraAfaq,VERB,تَرَافَق,VERB_VI,go_together,trans,ta1A2a3,raAfaq,VERB,رَافَق,VERB_III,accompany;escort,trans,1A2a3
r.f.q,muraAfiq,ADJ,مُرَافِق,ACT_PRTC,accompaning;attached,-,mu1A2i3,raAfaq,VERB,رَافَق,VERB_III,accompany;escort,trans,1A2a3
r.f.q,muraAfiq,NOUN,مُرَافِق,SEM_SPECS,adjutant;companion,-,mu1A2i3,muraAfiq,ADJ,مُرَافِق,ACT_PRTC,accompaning;attached,-,mu1A2i3
r.f.q,mirofaq,NOUN,مِرْفَق,N_INSTR,amenity;convenience;facility,-,mi1o2a3,rafiq-a,VERB,رَفِق-َ,VERB_I,be_courteous;treat_gently,INTRANS,1a2i3_INTRANS
r.f.q,{irotafaq,VERB,ٱِرْتَفَق,VERB_VIII,benefit;take_advantage,trans,{i1ota2a3,rafiq-a,VERB,رَفِق-َ,VERB_I,be_courteous;treat_gently,INTRANS,1a2i3_INTRANS
r.f.q,{irotifaAq,NOUN,ٱِرْتِفَاق,N_VERB_VIII,benefit;usefulness,-,{i1oti2A3,{irotafaq,VERB,ٱِرْتَفَق,VERB_VIII,benefit;take_advantage,trans,{i1ota2a3
r.f.q,rafaq-u,VERB,رَفَق-ُ,VERB_I,be_courteous;treat_gently,INTRANS,1a2a3_INTRANS,r.f.q,ROOT,,ROOT,,,ROOT
r.f.q,rifoq,NOUN,رِفْق,N_VERB_I,friendliness;gentleness,-,1i2o3,rafaq-u,VERB,رَفَق-ُ,VERB_I,be_courteous;treat_gently,INTRANS,1a2a3_INTRANS
r.f.q,rafiyqap,NOUN,رَفِيقَة,N_VERB_I,mistress;woman_companion,-,1a2iy3+ap,rafaq-u,VERB,رَفَق-ُ,VERB_I,be_courteous;treat_gently,INTRANS,1a2a3_INTRANS
r.f.q,rifoqap,NOUN,رِفْقَة,N_VERB_I,accompanied_by;along_with;companion;company;group,-,1i2o3+ap,rafaq-u,VERB,رَفَق-ُ,VERB_I,be_courteous;treat_gently,INTRANS,1a2a3_INTRANS
r.f.q,rafiyq,ADJ,رَفِيق,DES_ADJ,companion;comrade;partner,-,1a2iy3,rafaq-u,VERB,رَفَق-ُ,VERB_I,be_courteous;treat_gently,INTRANS,1a2a3_INTRANS
r.f.q,rafiyq,NOUN,رَفِيق,SEM_SPECS,companion;comrade;partner,-,1a2iy3,rafiyq,ADJ,رَفِيق,DES_ADJ,companion;comrade;partner,-,1a2iy3
r.f.q,marofuwq,ADJ,مَرْفُوق,DES_ADJ,accompanied;escorted,-,ma1o2uw3,rafaq-u,VERB,رَفَق-ُ,VERB_I,be_courteous;treat_gently,INTRANS,1a2a3_INTRANS
r.f.q,marofuwq,NOUN,مَرْفُوق,SEM_SPECS,accompanied;escorted,-,ma1o2uw3,marofuwq,ADJ,مَرْفُوق,DES_ADJ,accompanied;escorted,-,ma1o2uw3
r.f.q,raAfaq,VERB,رَافَق,VERB_III,accompany;escort,trans,1A2a3,rafaq-u,VERB,رَفَق-ُ,VERB_I,be_courteous;treat_gently,INTRANS,1a2a3_INTRANS
r.f.q,muraAfaqap,NOUN,مُرَافَقَة,N_VERB_III,accompaniment;escort,-,mu1A2a3+ap,raAfaq,VERB,رَافَق,VERB_III,accompany;escort,trans,1A2a3
r.f.q,taraAfaq,VERB,تَرَافَق,VERB_VI,go_together,trans,ta1A2a3,raAfaq,VERB,رَافَق,VERB_III,accompany;escort,trans,1A2a3
r.f.q,muraAfiq,ADJ,مُرَافِق,ACT_PRTC,accompaning;attached,-,mu1A2i3,raAfaq,VERB,رَافَق,VERB_III,accompany;escort,trans,1A2a3
r.f.q,muraAfiq,NOUN,مُرَافِق,SEM_SPECS,adjutant;companion,-,mu1A2i3,muraAfiq,ADJ,مُرَافِق,ACT_PRTC,accompaning;attached,-,mu1A2i3
r.f.q,mirofaq,NOUN,مِرْفَق,N_INSTR,amenity;convenience;facility,-,mi1o2a3,rafaq-u,VERB,رَفَق-ُ,VERB_I,be_courteous;treat_gently,INTRANS,1a2a3_INTRANS
